season,batter,balls_faced,runs,avg_pos,matches,made_playoffs,position_group
2022,M Mohammed,79,88,7.708860759493671,7,0,Finisher (6+)
2022,Maan K Bafna,170,182,4.5588235294117645,7,0,Middle Order (4-5)
2022,Manimaran Siddharth,12,6,8.416666666666666,4,0,Finisher (6+)
2022,Masood Shahrukh Khan,114,187,5.631578947368421,8,1,Finisher (6+)
2022,Murali Vijay,130,224,2.0307692307692307,4,0,Top Order (3)
2022,Murugan Ashwin,86,93,5.5813953488372094,7,0,Finisher (6+)
2022,N Sarangarajan Chaturved,132,180,4.212121212121212,8,1,Middle Order (4-5)
2022,Narayan Jagadeesan,158,188,2.0,9,1,Opener (1-2)
2022,Nidhish S Rajagopal,84,86,3.1666666666666665,7,0,Middle Order (4-5)
2022,P Francis Rokins,80,55,4.925,4,0,Middle Order (4-5)
2022,P Saravanan,15,15,7.933333333333334,4,1,Finisher (6+)
2022,Poovathinga Shijit Chandran,73,76,4.027397260273973,6,1,Middle Order (4-5)
2022,R Kavin,72,67,2.6666666666666665,5,0,Top Order (3)
2022,R Rajkumar,34,36,4.970588235294118,6,0,Middle Order (4-5)
